 1. I Will Always Love You - Whitney Houston
  2. At Last - Etta James
  3. Unforgettable - Nat King Cole & Natalie Cole
  4. When A Man Loves A Woman - Percy Sledge
  5. Unchained Melody - The Righteous Brothers
  6. Love Me Tender - Elvis Presley
  7. My Heart Will Go On - Celine Dion
  8. Always and Forever - Heatwave
  9. (Everything I Do) I Do It For You - Bryan Adams
10. The First Time Ever I Saw Your Face - Roberta Flack
11. I Honestly Love You - Olivia Newton-John
12. I Only Have Eyes For You - The Flamingos
13. Can't Help Falling In Love - Elvis Presley
14. You Send Me - Sam Cooke
15. I've Been Loving You Too Long (To Stop Now) - Otis Redding
16. Endless Love - Lionel Richie & Diana Ross
17. I Do Love You - Billy Stewart
18. Something - Beatles
19. Nobody Does It Better - Carly Simon
20. I'll Make Love to You - Boyz II Men
21. Here and Now - Luther Vandross
22. (You Make Me Feel Like) A Natural Woman - Aretha Franklin
23. Wonderful Tonight - Eric Clapton
24. For Your Precious Love - Jerry Butler & The Impressions
25. Only You - The Platters
26. My Girl - The Temptations
27. Dedicated To The One I Love - The Shirelles
28. I'll Stand by You - The Pretenders
29. I'll Be - Edwin McCain
30. You Are So Beautiful - Joe Cocker
31. Can't Get Enough Of Your Love, Babe - Barry White
32. How Deep Is Your Love - The Bee Gees
33. If - Bread
34. Babe - Styx
35. In The Still Of The Nite - The Five Satins
36. Lady - Lionel Richie
37. Never My Love - The Association
38. (I Just) Died In Your Arms Tonight - Cutting Crew
39. Woman - John Lennon
40. Keep on Loving You - REO Speedwagon
41. I Don't Want to Miss a Thing - Aerosmith
42. Lets Stay Together - Al Green
43. (You're My) Soul And Inspiration - The Righteous Brothers
44. To Love Somebody - The Bee Gees
45. Eternal Flame - The Bangles
46. I Want To Know What Love Is - Foreigner
47. Have I Told You Lately - Van Morrison/Rod Stewart
48. Make It With You - Bread
49. And I Love Her - Beatles
50. Your Song - Elton John
51. Don't Know Much - Linda Ronstadt & Aaron Neville
52. Maybe I'm Amazed - Paul McCartney
53. The Lady In Red - Chris de Burgh
54. Open Arms - Journey
55. Pledging My Love - Johnny Ace
56. Sealed With A Kiss - Bryan Hyland
57. Ain't Nothin' Like The Real Thing - Marvin Gaye & Tammi Terrell
58. You're the Inspiration - Chicago
59. You Are the Sunshine of My Life - Stevie Wonder
60. Truly - Lionel Richie
61. How Much I Feel - Ambrosia
62. The Look of Love - Dusty Springfield
63. Cherish - The Association
64. Let's Get It On - Marvin Gaye
65. Nothing Compares 2 U - Sinéad O'Connor
66. Always - Atlantic Starr
67. Glory of Love - Peter Cetera
68. Just the Way You Are - Billy Joel
69. Sometimes When We Touch - Dan Hill
70. Tonight I Celebrate My Love - Roberta Flack & Peabo Bryson
71. You're The First, The Last, My Everything - Barry White
72. Woman - Peter & Gordon
73. Time After Time - Cyndi Lauper
74. Baby, I Need Your Lovin' - Four Tops
75. The Rose - Bette Midler
76. This Magic Moment - Drifters
77. Betcha By Golly Wow - Stylistics
78. Will You Love Me Tomorrow? - Carole King/Shirelles
79. Three Times A Lady - The Commodores
80. Wedding Song (There Is Love) - Paul Stookey
81. God Only Knows - Beach Boys
82. Love - John Lennon
83. La-La Means I Love You - Delfonics
84. You're The Only Woman - Ambrosia
85. Because - Dave Clark Five
86. I Swear - All-4-One
87. Take My Breath Away - Berlin
88. My Love - Paul McCartney
89. Have You Ever Really Loved A Woman? - Bryan Adams
90. I'll Be There - The Jackson 5
91. Save the Best For Last - Vanessa Williams
92. The Closer I Get To You - Roberta Flack & Donny Hathaway
93. I Love You - Climax Blues Band
94. Wind Beneath My Wings - Bette Midler
95. Can't Fight This Feeling - REO Speedwagon
96. You're In My Heart - Rod Stewart
97. Every Woman - Dave Mason
98. A Love Song - Loggins & Messina
99. Longer - Dan Fogelberg
100. Love Is All Around - Troggs
