year,rank,artist,title,chart
1973,79,Break Up to Make Up The Stylistics,88,Top40Weekly Top 100
1973,80,Daisy a Day Jud Strunk,89,Top40Weekly Top 100
1973,81,Also Sprach Zarathustra (2001) Deodato,90,Top40Weekly Top 100
1973,82,Stir It Up Johnny Nash,91,Top40Weekly Top 100
1973,83,Money Pink Floyd,92,Top40Weekly Top 100
1973,84,Gypsy Man War,93,Top40Weekly Top 100
1973,85,The World Is a Ghetto War,94,Top40Weekly Top 100
1973,86,Yes We Can Can The Pointer Sisters,95,Top40Weekly Top 100
1973,87,Free Ride The Edgar Winter Group,96,Top40Weekly Top 100
1973,88,Space Oddity David Bowie,97,Top40Weekly Top 100
1973,89,It Never Rains in Southern California Albert Hammond,98,Top40Weekly Top 100
1973,90,The Twelfth of Never Donny Osmond,99,Top40Weekly Top 100
1973,91,Papa Was a Rollin’ Stone The Temptations,100,Top40Weekly Top 100
1973,92,Stevie Wonder,There are two acts with the most entries. Each of these acts has a total of three entries in the top songs of 1973 :,Top40Weekly Top 100
1973,93,Tie a Yellow Ribbon Round the Ole Oak Tree,Top Songs of 1973,Top40Weekly Top 100
1973,94,"Bad, Bad Leroy Brown",Tony Orlando and Dawn,Top40Weekly Top 100
1973,95,Killing Me Softly with His Song,Jim Croce,Top40Weekly Top 100
1973,96,Let’s Get It On,Roberta Flack,Top40Weekly Top 100
1973,97,My Love,Marvin Gaye,Top40Weekly Top 100
1973,98,Why Me,Paul McCartney & Wings,Top40Weekly Top 100
1973,99,Crocodile Rock,Kris Kristofferson,Top40Weekly Top 100
1973,100,Will It Go Round in Circles,Elton John,Top40Weekly Top 100
1974,1,One Hell of a Woman Mac Davis,10,Top40Weekly Top 100
1974,2,Until You Come Back to Me (That’s What I’m Gonna Do) Aretha Franklin,11,Top40Weekly Top 100
1974,3,Jungle Boogie Kool & the Gang,12,Top40Weekly Top 100
1974,4,Midnight at the Oasis Maria Muldaur,13,Top40Weekly Top 100
1974,5,You Make Me Feel Brand New The Stylistics,14,Top40Weekly Top 100
1974,6,Show and Tell Al Wilson,15,Top40Weekly Top 100
1974,7,Spiders and Snakes Jim Stafford,16,Top40Weekly Top 100
1974,8,Rock On David Essex,17,Top40Weekly Top 100
1974,9,Sunshine on My Shoulders John Denver,18,Top40Weekly Top 100
1974,10,Sideshow Blue Magic,19,Top40Weekly Top 100
1974,11,Hooked on a Feeling Blue Swede,20,Top40Weekly Top 100
1974,12,Billy Don’t Be a Hero Bo Donaldson and The Heywoods,21,Top40Weekly Top 100
1974,13,Band on the Run Paul McCartney and Wings,22,Top40Weekly Top 100
1974,14,The Most Beautiful Girl Charlie Rich,23,Top40Weekly Top 100
1974,15,Time in a Bottle Jim Croce,24,Top40Weekly Top 100
1974,16,Annie’s Song John Denver,25,Top40Weekly Top 100
1974,17,Let Me Be There Olivia Newton-John,26,Top40Weekly Top 100
1974,18,Sundown Gordon Lightfoot,27,Top40Weekly Top 100
1974,19,(You’re) Having My Baby Paul Anka,28,Top40Weekly Top 100
1974,20,Rock Me Gently Andy Kim,29,Top40Weekly Top 100
1974,21,Boogie Down Eddie Kendricks,30,Top40Weekly Top 100
1974,22,You’re Sixteen Ringo Starr,31,Top40Weekly Top 100
1974,23,If You Love Me (Let Me Know) Olivia Newton-John,32,Top40Weekly Top 100
1974,24,Dark Lady Cher,33,Top40Weekly Top 100
1974,25,Best Thing That Ever Happened to Me Gladys Knight & the Pips,34,Top40Weekly Top 100
1974,26,Feel Like Makin’ Love Roberta Flack,35,Top40Weekly Top 100
1974,27,Just Don’t Want to Be Lonely The Main Ingredient,36,Top40Weekly Top 100
1974,28,Nothing from Nothing Billy Preston,37,Top40Weekly Top 100
1974,29,Rock Your Baby George McCrae,38,Top40Weekly Top 100
1974,30,Top of the World The Carpenters,39,Top40Weekly Top 100
1974,31,The Joker Steve Miller Band 41 I’ve Got to Use My Imagination Gladys Knight & the Pips,40,Top40Weekly Top 100
1974,32,The Show Must Go On Three Dog Night,42,Top40Weekly Top 100
1974,33,Rock the Boat The Hues Corporation,43,Top40Weekly Top 100
1974,34,Smokin’ in the Boys Room Brownsville Station,44,Top40Weekly Top 100
1974,35,Living for the City Stevie Wonder,45,Top40Weekly Top 100
1974,36,The Night Chicago Died Paper Lace,46,Top40Weekly Top 100
1974,37,Then Came You Dionne Warwick & The Spinners,47,Top40Weekly Top 100
1974,38,The Entertainer Marvin Hamlisch,48,Top40Weekly Top 100
1974,39,Waterloo ABBA,49,Top40Weekly Top 100
1974,40,The Air That I Breathe The Hollies,50,Top40Weekly Top 100
1974,41,Rikki Don’t Lose That Number Steely Dan,51,Top40Weekly Top 100
1974,42,Mockingbird Carly Simon & James Taylor,52,Top40Weekly Top 100
1974,43,Help Me Joni Mitchell,53,Top40Weekly Top 100
1974,44,You Won’t See Me Anne Murray,54,Top40Weekly Top 100
1974,45,"Never, Never Gonna Give You Up Barry White",55,Top40Weekly Top 100
1974,46,Tell Me Something Good Rufus & Chaka Khan,56,Top40Weekly Top 100
1974,47,You and Me Against the World Helen Reddy,57,Top40Weekly Top 100
1974,48,Rock and Roll Heaven The Righteous Brothers,58,Top40Weekly Top 100
1974,49,Hollywood Swinging Kool & the Gang,59,Top40Weekly Top 100
1974,50,Be Thankful for What You Got William DeVaughn,60,Top40Weekly Top 100
1974,51,Hang on in There Baby Johnny Bristol,61,Top40Weekly Top 100
1974,52,Eres tú Mocedades,62,Top40Weekly Top 100
1974,53,Takin’ Care of Business Bachman-Turner Overdrive,63,Top40Weekly Top 100
1974,54,Radar Love Golden Earring,64,Top40Weekly Top 100
1974,55,Please Come to Boston Dave Loggins,65,Top40Weekly Top 100
1974,56,Keep On Smilin’ Wet Willie,66,Top40Weekly Top 100
1974,57,Lookin’ for a Love Bobby Womack,67,Top40Weekly Top 100
1974,58,Put Your Hands Together The O’Jays,68,Top40Weekly Top 100
1974,59,On and On Gladys Knight & the Pips,69,Top40Weekly Top 100
1974,60,Oh Very Young Cat Stevens,70,Top40Weekly Top 100
1974,61,Leave Me Alone (Ruby Red Dress) Helen Reddy,71,Top40Weekly Top 100
1974,62,Goodbye Yellow Brick Road Elton John,72,Top40Weekly Top 100
1974,63,(I’ve Been) Searchin’ So Long Chicago,73,Top40Weekly Top 100
1974,64,Oh My My Ringo Starr,74,Top40Weekly Top 100
1974,65,For the Love of Money The O’Jays,75,Top40Weekly Top 100
1974,66,I Shot the Sheriff Eric Clapton,76,Top40Weekly Top 100
1974,67,Jet Paul McCartney and Wings,77,Top40Weekly Top 100
1974,68,Don’t Let the Sun Go Down on Me Elton John,78,Top40Weekly Top 100
1974,69,Tubular Bells Mike Oldfield,79,Top40Weekly Top 100
1974,70,A Love Song Anne Murray,80,Top40Weekly Top 100
1974,71,I’m Leaving It Up to You Donny and Marie Osmond,81,Top40Weekly Top 100
1974,72,Hello It’s Me Todd Rundgren,82,Top40Weekly Top 100
1974,73,I Love Tom T. Hall,83,Top40Weekly Top 100
1974,74,Clap for the Wolfman The Guess Who featuring Wolfman Jack,84,Top40Weekly Top 100
1974,75,I’ll Have to Say I Love You in a Song Jim Croce,85,Top40Weekly Top 100
1974,76,The Lord’s Prayer Sister Janet Mead,86,Top40Weekly Top 100
1974,77,Trying To Hold On To My Woman Lamont Dozier,87,Top40Weekly Top 100
1974,78,Don’t You Worry ’bout a Thing Stevie Wonder,88,Top40Weekly Top 100
1974,79,A Very Special Love Song Charlie Rich,89,Top40Weekly Top 100
1974,80,My Girl Bill Jim Stafford,90,Top40Weekly Top 100
1974,81,Helen Wheels Paul McCartney and Wings,91,Top40Weekly Top 100
1974,82,My Mistake (Was to Love You) Diana Ross & Marvin Gaye,92,Top40Weekly Top 100
1974,83,Wildwood Weed Jim Stafford,93,Top40Weekly Top 100
1974,84,Beach Baby The First Class,94,Top40Weekly Top 100
1974,85,Me and Baby Brother War,95,Top40Weekly Top 100
1974,86,Rockin’ Roll Baby The Stylistics,96,Top40Weekly Top 100
1974,87,I Honestly Love You Olivia Newton-John,97,Top40Weekly Top 100
1974,88,Call on Me Chicago,98,Top40Weekly Top 100
1974,89,Wild Thing Fancy,99,Top40Weekly Top 100
1974,90,Mighty Love The Spinners,100,Top40Weekly Top 100
1974,91,John,Olivia Newton,Top40Weekly Top 100
1974,92,Elton John,There are five acts with the most entries. Each of these acts has a total of three entries in the top songs of 1974 :,Top40Weekly Top 100
1974,93,Jim Stafford,Gladys Knight & the Pips,Top40Weekly Top 100
1974,94,John,Olivia Newton,Top40Weekly Top 100
1974,95,The Way We Were,Top Songs of 1974,Top40Weekly Top 100
1974,96,Seasons in the Sun,Barbra Streisand,Top40Weekly Top 100
1974,97,Love’s Theme,Terry Jacks,Top40Weekly Top 100
1974,98,Come and Get Your Love,Love Unlimited Orchestra,Top40Weekly Top 100
1974,99,Dancing Machine,Redbone,Top40Weekly Top 100
1974,100,The Loco-Motion,The Jackson 5,Top40Weekly Top 100
1975,1,Thank God I’m a Country Boy John Denver,10,Top40Weekly Top 100
1975,2,Jive Talkin’ Bee Gees,11,Top40Weekly Top 100
1975,3,Best of My Love Eagles,12,Top40Weekly Top 100
1975,4,Lovin’ You Minnie Riperton,13,Top40Weekly Top 100
1975,5,Kung Fu Fighting Carl Douglas,14,Top40Weekly Top 100
1975,6,Black Water The Doobie Brothers,15,Top40Weekly Top 100
1975,7,The Ballroom Blitz Sweet,16,Top40Weekly Top 100
1975,8,(Hey Won’t You Play) Another Somebody Done Somebody Wrong Song B.J. Thomas,17,Top40Weekly Top 100
1975,9,He Don’t Love You (Like I Love You) Tony Orlando and Dawn,18,Top40Weekly Top 100
1975,10,He Don’t Love You (Like I Love You) Tony Orlando and Dawn,19,Top40Weekly Top 100
1975,11,Pick Up the Pieces Average White Band,20,Top40Weekly Top 100
1975,12,The Hustle Van McCoy & the Soul City Symphony,21,Top40Weekly Top 100
1975,13,Lady Marmalade Labelle,22,Top40Weekly Top 100
1975,14,Why Can’t We Be Friends War,23,Top40Weekly Top 100
1975,15,Love Won’t Let Me Wait Major Harris,24,Top40Weekly Top 100
1975,16,Boogie On Reggae Woman Stevie Wonder,25,Top40Weekly Top 100
1975,17,Wasted Days and Wasted Nights Freddy Fender,26,Top40Weekly Top 100
1975,18,Fight the Power The Isley Brothers,27,Top40Weekly Top 100
1975,19,Angie Baby Helen Reddy,28,Top40Weekly Top 100
1975,20,Jackie Blue Ozark Mountain Daredevils,29,Top40Weekly Top 100
1975,21,Fire Ohio Players,30,Top40Weekly Top 100
1975,22,Magic Pilot,31,Top40Weekly Top 100
1975,23,Please Mr. Postman The Carpenters,32,Top40Weekly Top 100
1975,24,Sister Golden Hair America,33,Top40Weekly Top 100
1975,25,Lucy in the Sky with Diamonds Elton John,34,Top40Weekly Top 100
1975,26,Mandy Barry Manilow,35,Top40Weekly Top 100
1975,27,Have You Never Been Mellow Olivia Newton-John,36,Top40Weekly Top 100
1975,28,Could It Be Magic Barry Manilow,37,Top40Weekly Top 100
1975,29,Cat’s in the Cradle Harry Chapin,38,Top40Weekly Top 100
1975,30,Wildfire Michael Martin Murphey,39,Top40Weekly Top 100
1975,31,I’m Not Lisa Jessi Colter,40,Top40Weekly Top 100
1975,32,Listen to What the Man Said Wings,41,Top40Weekly Top 100
1975,33,I’m Not in Love 10cc,42,Top40Weekly Top 100
1975,34,I Can Help Billy Swan,43,Top40Weekly Top 100
1975,35,"Fallin’ in Love Hamilton, Joe Frank & Reynolds",44,Top40Weekly Top 100
1975,36,Feelings Morris Albert,45,Top40Weekly Top 100
1975,37,Chevy Van Sammy Johns,46,Top40Weekly Top 100
1975,38,When Will I Be Loved Linda Ronstadt,47,Top40Weekly Top 100
1975,39,"You’re the First, the Last, My Everything Barry White",48,Top40Weekly Top 100
1975,40,Please Mr. Please Olivia Newton-John,49,Top40Weekly Top 100
1975,41,You’re No Good Linda Ronstadt,50,Top40Weekly Top 100
1975,42,Dynomite Bazuka,51,Top40Weekly Top 100
1975,43,Walking in Rhythm The Blackbyrds,52,Top40Weekly Top 100
1975,44,The Way We Were/Try to Remember Gladys Knight & the Pips,53,Top40Weekly Top 100
1975,45,Midnight Blue Melissa Manchester,54,Top40Weekly Top 100
1975,46,"Don’t Call Us, We’ll Call You Sugarloaf",55,Top40Weekly Top 100
1975,47,Poetry Man Phoebe Snow,56,Top40Weekly Top 100
1975,48,How Long? Ace,57,Top40Weekly Top 100
1975,49,Express B.T. Express,58,Top40Weekly Top 100
1975,50,"That’s the Way of the World Earth, Wind & Fire",59,Top40Weekly Top 100
1975,51,Lady Styx,60,Top40Weekly Top 100
1975,52,Bad Time Grand Funk,61,Top40Weekly Top 100
1975,53,Only Women Bleed Alice Cooper,62,Top40Weekly Top 100
1975,54,Doctor’s Orders Carol Douglas,63,Top40Weekly Top 100
1975,55,Get Down Tonight KC and the Sunshine Band,64,Top40Weekly Top 100
1975,56,One Man Woman/One Woman Man Paul Anka & Odia Coates,65,Top40Weekly Top 100
1975,57,You Are So Beautiful Joe Cocker,66,Top40Weekly Top 100
1975,58,Feel Like Makin’ Love Bad Company,67,Top40Weekly Top 100
1975,59,How Sweet It Is (To Be Loved by You) James Taylor,68,Top40Weekly Top 100
1975,60,Dance with Me Orleans,69,Top40Weekly Top 100
1975,61,Cut the Cake Average White Band,70,Top40Weekly Top 100
1975,62,Never Can Say Goodbye Gloria Gaynor,71,Top40Weekly Top 100
1975,63,I Don’t Like to Sleep Alone Paul Anka,72,Top40Weekly Top 100
1975,64,Morning Side of the Mountain Donny & Marie Osmond,73,Top40Weekly Top 100
1975,65,Some Kind of Wonderful Grand Funk Railroad,74,Top40Weekly Top 100
1975,66,When Will I See You Again The Three Degrees,75,Top40Weekly Top 100
1975,67,"Get Down, Get Down (Get on the Floor) Joe Simon",76,Top40Weekly Top 100
1975,68,I’m Sorry John Denver,77,Top40Weekly Top 100
1975,69,Killer Queen Queen,78,Top40Weekly Top 100
1975,70,Shoeshine Boy Eddie Kendricks,79,Top40Weekly Top 100
1975,71,Do It (‘Til You’re Satisfied) B.T. Express,80,Top40Weekly Top 100
1975,72,Can’t Get It Out of My Head Electric Light Orchestra,81,Top40Weekly Top 100
1975,73,Sha-La-La (Make Me Happy) Al Green,82,Top40Weekly Top 100
1975,74,Lonely People America,83,Top40Weekly Top 100
1975,75,You Got the Love Rufus,84,Top40Weekly Top 100
1975,76,The Rockford Files Mike Post,85,Top40Weekly Top 100
1975,77,It Only Takes a Minute Tavares,86,Top40Weekly Top 100
1975,78,No No Song Ringo Starr,87,Top40Weekly Top 100
1975,79,Junior’s Farm Paul McCartney & Wings,88,Top40Weekly Top 100
1975,80,Bungle in the Jungle Jethro Tull,89,Top40Weekly Top 100
1975,81,Long Tall Glasses Leo Sayer,90,Top40Weekly Top 100
1975,82,Misty Ray Stevens,91,Top40Weekly Top 100
1975,83,Someone Saved My Life Tonight Elton John,92,Top40Weekly Top 100
1975,84,Bad Blood Neil Sedaka & Elton John,93,Top40Weekly Top 100
1975,85,Only Yesterday The Carpenters,94,Top40Weekly Top 100
1975,86,I’m on Fire Dwight Twilley Band,95,Top40Weekly Top 100
1975,87,Only You (And You Alone) Ringo Starr,96,Top40Weekly Top 100
1975,88,Third Rate Romance The Amazing Rhythm Aces,97,Top40Weekly Top 100
1975,89,You Ain’t Seen Nothing Yet Bachman–Turner Overdrive,98,Top40Weekly Top 100
1975,90,Swearin’ to God Frankie Valli,99,Top40Weekly Top 100
1975,91,Call MeGet Dancin’ Disco-Tex and the Sex-O-Lettes,100,Top40Weekly Top 100
1975,92,Elton John achieved the most entries with four (including a duet with Neil Sedaka) of the top songs of 1975.,Exploring these tracks offers a deep dive into the rich soundscapes that defined the period.,Top40Weekly Top 100
1975,93,Love Will Keep Us Together,Top Songs of 1975,Top40Weekly Top 100
1975,94,Rhinestone Cowboy,Captain & Tennille,Top40Weekly Top 100
1975,95,Philadelphia Freedom,Glen Campbell,Top40Weekly Top 100
1975,96,Before the Next Teardrop Falls,Elton John,Top40Weekly Top 100
1975,97,My Eyes Adored You,Freddy Fender,Top40Weekly Top 100
1975,98,Shining Star,Frankie Valli,Top40Weekly Top 100
1975,99,Fame,"Earth, Wind & Fire",Top40Weekly Top 100
1975,100,Laughter in the Rain,David Bowie,Top40Weekly Top 100
